danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,track_uri,track_name,artist_name,artist_popularity,artist_genres,album_name,track_popularity
0.693,0.874,1,-3.923,0,0.0693,0.034,8.33E-06,0.289,0.647,123.979,audio_features,69P8aWFbgM3eD7UFSLPWsq,spotify:track:69P8aWFbgM3eD7UFSLPWsq,https://api.spotify.com/v1/tracks/69P8aWFbgM3eD7UFSLPWsq,https://api.spotify.com/v1/audio-analysis/69P8aWFbgM3eD7UFSLPWsq,182903,5,spotify:track:69P8aWFbgM3eD7UFSLPWsq,abc (The Wild Remix),The Wild,47,[],abc (The Wild Remix),52
0.518,0.943,8,-2.044,1,0.17,0.00216,0,0.08,0.481,180.166,audio_features,5hiatfPmopoExZRZ2O1g5S,spotify:track:5hiatfPmopoExZRZ2O1g5S,https://api.spotify.com/v1/tracks/5hiatfPmopoExZRZ2O1g5S,https://api.spotify.com/v1/audio-analysis/5hiatfPmopoExZRZ2O1g5S,154000,4,spotify:track:5hiatfPmopoExZRZ2O1g5S,About Me,Koven,56,"['chillstep', 'melodic dubstep']",About Me,0
0.491,0.897,2,-5.731,0,0.151,0.0138,2.58E-05,0.203,0.368,130.067,audio_features,6oOEeJQEPJGz5jtXbUcx9n,spotify:track:6oOEeJQEPJGz5jtXbUcx9n,https://api.spotify.com/v1/tracks/6oOEeJQEPJGz5jtXbUcx9n,https://api.spotify.com/v1/audio-analysis/6oOEeJQEPJGz5jtXbUcx9n,188000,4,spotify:track:6oOEeJQEPJGz5jtXbUcx9n,Accelerate,A-Peace,8,[],Accelerate,2
0.756,0.741,5,-7.132,0,0.0423,0.0245,0.000163,0.111,0.192,120.092,audio_features,7hSvglVgrJw8zMxlev1115,spotify:track:7hSvglVgrJw8zMxlev1115,https://api.spotify.com/v1/tracks/7hSvglVgrJw8zMxlev1115,https://api.spotify.com/v1/audio-analysis/7hSvglVgrJw8zMxlev1115,152250,4,spotify:track:7hSvglVgrJw8zMxlev1115,Addicted,Zerb,74,['pop dance'],Addicted (Joel Corry Remix),39
0.303,0.665,7,-4.876,1,0.0309,0.0166,0,0.187,0.0796,113.968,audio_features,3gfZUCWy8ZHKynKh5w3Hxo,spotify:track:3gfZUCWy8ZHKynKh5w3Hxo,https://api.spotify.com/v1/tracks/3gfZUCWy8ZHKynKh5w3Hxo,https://api.spotify.com/v1/audio-analysis/3gfZUCWy8ZHKynKh5w3Hxo,205125,4,spotify:track:3gfZUCWy8ZHKynKh5w3Hxo,Addicted - Midnight Kids Remix,Shaun Frank,42,"['canadian electronic', 'electro house', 'pop edm']",Addicted (The Remixes),22
0.695,0.869,3,-3.844,1,0.0637,0.0439,9.94E-05,0.167,0.32,112.949,audio_features,7GAOQ8MtrE35VOIwf49l3k,spotify:track:7GAOQ8MtrE35VOIwf49l3k,https://api.spotify.com/v1/tracks/7GAOQ8MtrE35VOIwf49l3k,https://api.spotify.com/v1/audio-analysis/7GAOQ8MtrE35VOIwf49l3k,212486,4,spotify:track:7GAOQ8MtrE35VOIwf49l3k,Adrian,The Mary Nixons,16,[],Adrian,29
0.463,0.921,11,-2.845,0,0.117,0.0134,0.000191,0.152,0.0752,129.941,audio_features,0UPstfIsC6MffdDBDpr7Yq,spotify:track:0UPstfIsC6MffdDBDpr7Yq,https://api.spotify.com/v1/tracks/0UPstfIsC6MffdDBDpr7Yq,https://api.spotify.com/v1/audio-analysis/0UPstfIsC6MffdDBDpr7Yq,413538,4,spotify:track:0UPstfIsC6MffdDBDpr7Yq,Aethra,Animadrop,39,['melodic dubstep'],Aethra,33
0.574,0.92,8,-5.809,1,0.046,0.0021,0.00288,0.269,0.281,160.056,audio_features,4QdPnsIiInAvsIlKUdPGQX,spotify:track:4QdPnsIiInAvsIlKUdPGQX,https://api.spotify.com/v1/tracks/4QdPnsIiInAvsIlKUdPGQX,https://api.spotify.com/v1/audio-analysis/4QdPnsIiInAvsIlKUdPGQX,210023,4,spotify:track:4QdPnsIiInAvsIlKUdPGQX,Afraid of the Dark,KUURO,43,"['bass trap', 'game mood']",Afraid of the Dark,38
0.534,0.849,4,-4.062,1,0.0436,0.00601,0.0106,0.332,0.501,128.014,audio_features,4uXYtzIjJ2vJG8JrfWwkA1,spotify:track:4uXYtzIjJ2vJG8JrfWwkA1,https://api.spotify.com/v1/tracks/4uXYtzIjJ2vJG8JrfWwkA1,https://api.spotify.com/v1/audio-analysis/4uXYtzIjJ2vJG8JrfWwkA1,248437,4,spotify:track:4uXYtzIjJ2vJG8JrfWwkA1,Afterglow,Codeko,45,"['gaming edm', 'melodic dubstep', 'pop edm']",Afterglow,14
0.507,0.82,7,-4.371,0,0.0495,0.0166,1.00E-05,0.135,0.173,90.012,audio_features,5HsiNqB85NFP7sTwtlaoJI,spotify:track:5HsiNqB85NFP7sTwtlaoJI,https://api.spotify.com/v1/tracks/5HsiNqB85NFP7sTwtlaoJI,https://api.spotify.com/v1/audio-analysis/5HsiNqB85NFP7sTwtlaoJI,397333,4,spotify:track:5HsiNqB85NFP7sTwtlaoJI,Afterlife (Dabin Remix),ILLENIUM,72,"['edm', 'melodic dubstep', 'pop dance']",Ashes (Remixes),0
0.451,0.621,7,-4.886,0,0.0429,0.089,7.56E-06,0.155,0.205,88.023,audio_features,3rtI6nGn7pQDHyf1F0aGAx,spotify:track:3rtI6nGn7pQDHyf1F0aGAx,https://api.spotify.com/v1/tracks/3rtI6nGn7pQDHyf1F0aGAx,https://api.spotify.com/v1/audio-analysis/3rtI6nGn7pQDHyf1F0aGAx,364091,4,spotify:track:3rtI6nGn7pQDHyf1F0aGAx,Afterlife (feat. Echos),ILLENIUM,72,"['edm', 'melodic dubstep', 'pop dance']",Afterlife (feat. Echos),0
0.526,0.88,9,-3.902,0,0.0515,0.147,4.92E-06,0.736,0.498,77.044,audio_features,0UjJ9fulqSxjmq7qBJoyr3,spotify:track:0UjJ9fulqSxjmq7qBJoyr3,https://api.spotify.com/v1/tracks/0UjJ9fulqSxjmq7qBJoyr3,https://api.spotify.com/v1/audio-analysis/0UjJ9fulqSxjmq7qBJoyr3,184484,4,spotify:track:0UjJ9fulqSxjmq7qBJoyr3,Afterlife (feat. PLS&TY) - PLS&TY Remix,XYLØ,48,"['alt z', 'indie poptimism', 'la pop']",America (The Remixes) EP,22
0.325,0.663,11,-5.869,0,0.074,0.0313,0.0101,0.0737,0.147,174.04,audio_features,1suR7O1Coqso76HSw1zVa9,spotify:track:1suR7O1Coqso76HSw1zVa9,https://api.spotify.com/v1/tracks/1suR7O1Coqso76HSw1zVa9,https://api.spotify.com/v1/audio-analysis/1suR7O1Coqso76HSw1zVa9,212288,4,spotify:track:1suR7O1Coqso76HSw1zVa9,Against the Sun,Rootkit,49,"['chillstep', 'complextro', 'electro house', 'gaming edm', 'melodic dubstep']",Against the Sun,0
0.45,0.866,6,-3.29,0,0.0406,0.00917,0,0.61,0.336,127.976,audio_features,1MVHp4OB3ZFtJp6QiLUUOB,spotify:track:1MVHp4OB3ZFtJp6QiLUUOB,https://api.spotify.com/v1/tracks/1MVHp4OB3ZFtJp6QiLUUOB,https://api.spotify.com/v1/audio-analysis/1MVHp4OB3ZFtJp6QiLUUOB,210000,4,spotify:track:1MVHp4OB3ZFtJp6QiLUUOB,Age Of Innocence,Elephante,47,"['pop dance', 'pop edm']",Age Of Innocence,32
0.599,0.61,6,-5.106,0,0.0536,0.391,0,0.169,0.33,139.842,audio_features,6kxmBja0pKhbBXiAMMeXwh,spotify:track:6kxmBja0pKhbBXiAMMeXwh,https://api.spotify.com/v1/tracks/6kxmBja0pKhbBXiAMMeXwh,https://api.spotify.com/v1/audio-analysis/6kxmBja0pKhbBXiAMMeXwh,159054,4,spotify:track:6kxmBja0pKhbBXiAMMeXwh,Ain't That Why,R3HAB,75,"['dutch house', 'edm', 'electro house', 'pop dance', 'progressive electro house', 'slap house']",Ain't That Why,0
0.684,0.975,9,-0.045,0,0.0904,0.0429,0,0.064,0.7,141.994,audio_features,2NvyKQtbrTYyiCHnmYrBRa,spotify:track:2NvyKQtbrTYyiCHnmYrBRa,https://api.spotify.com/v1/tracks/2NvyKQtbrTYyiCHnmYrBRa,https://api.spotify.com/v1/audio-analysis/2NvyKQtbrTYyiCHnmYrBRa,219718,4,spotify:track:2NvyKQtbrTYyiCHnmYrBRa,Alarm - Marshmello Remix,Anne-Marie,79,['pop'],Alarm (Remixes),37
0.585,0.65,1,-5.092,0,0.0467,0.033,0,0.139,0.205,146.126,audio_features,4ZbQvhuML79GPnoxloXE0j,spotify:track:4ZbQvhuML79GPnoxloXE0j,https://api.spotify.com/v1/tracks/4ZbQvhuML79GPnoxloXE0j,https://api.spotify.com/v1/audio-analysis/4ZbQvhuML79GPnoxloXE0j,187431,4,spotify:track:4ZbQvhuML79GPnoxloXE0j,Alarm - WE ARE FURY Remix,Lookas,57,"['brostep', 'electro house', 'electronic trap']",Lucid (The Remixes),37
0.602,0.758,7,-5.261,0,0.068,0.134,0,0.0853,0.156,99.896,audio_features,144VylfhBHydi2xvqy9yw6,spotify:track:144VylfhBHydi2xvqy9yw6,https://api.spotify.com/v1/tracks/144VylfhBHydi2xvqy9yw6,https://api.spotify.com/v1/audio-analysis/144VylfhBHydi2xvqy9yw6,219554,4,spotify:track:144VylfhBHydi2xvqy9yw6,Alibi (Far Out Remix),Krewella,55,"['edm', 'electra', 'electro house', 'pop dance']",Alibi & Runaway (Remixes),44
0.671,0.827,9,-2.907,1,0.0531,0.00304,0.00285,0.35,0.564,127.98,audio_features,7bJUkF96TYazaRp8ZH3Ars,spotify:track:7bJUkF96TYazaRp8ZH3Ars,https://api.spotify.com/v1/tracks/7bJUkF96TYazaRp8ZH3Ars,https://api.spotify.com/v1/audio-analysis/7bJUkF96TYazaRp8ZH3Ars,288880,4,spotify:track:7bJUkF96TYazaRp8ZH3Ars,Alive,Krewella,55,"['edm', 'electra', 'electro house', 'pop dance']",Get Wet,20
0.654,0.811,10,-6.052,0,0.0391,0.107,2.68E-05,0.171,0.292,101.986,audio_features,6xFyou3c6TAFSKYwQLPZpT,spotify:track:6xFyou3c6TAFSKYwQLPZpT,https://api.spotify.com/v1/tracks/6xFyou3c6TAFSKYwQLPZpT,https://api.spotify.com/v1/audio-analysis/6xFyou3c6TAFSKYwQLPZpT,199970,4,spotify:track:6xFyou3c6TAFSKYwQLPZpT,Alive,Neptunica,66,"['german dance', 'hypertechno']",Alive,25
0.383,0.566,11,-6.179,1,0.0435,0.134,0,0.135,0.234,154,audio_features,0dtuE679z6pgdEIMjgj26u,spotify:track:0dtuE679z6pgdEIMjgj26u,https://api.spotify.com/v1/tracks/0dtuE679z6pgdEIMjgj26u,https://api.spotify.com/v1/audio-analysis/0dtuE679z6pgdEIMjgj26u,365419,4,spotify:track:0dtuE679z6pgdEIMjgj26u,Alive,Dabin,58,"['canadian electronic', 'melodic dubstep', 'pop edm']",Alive,0
0.607,0.8,7,-7.701,1,0.0964,0.0299,0,0.707,0.68,75.988,audio_features,6aRYzvulEbltKobXPdWdcs,spotify:track:6aRYzvulEbltKobXPdWdcs,https://api.spotify.com/v1/tracks/6aRYzvulEbltKobXPdWdcs,https://api.spotify.com/v1/audio-analysis/6aRYzvulEbltKobXPdWdcs,180000,4,spotify:track:6aRYzvulEbltKobXPdWdcs,Alive,NEFFEX,72,[],Alive,39
0.637,0.824,10,-4.782,1,0.0434,0.0166,0.00196,0.214,0.549,126.049,audio_features,0iZaiGfHwR4NPOQutqOwWD,spotify:track:0iZaiGfHwR4NPOQutqOwWD,https://api.spotify.com/v1/tracks/0iZaiGfHwR4NPOQutqOwWD,https://api.spotify.com/v1/audio-analysis/0iZaiGfHwR4NPOQutqOwWD,148702,4,spotify:track:0iZaiGfHwR4NPOQutqOwWD,Alive,Agatino Romero,67,[],Alive,0
0.553,0.697,10,-6.671,0,0.0518,0.0624,0.000749,0.157,0.448,149.866,audio_features,74xQo5DO57Mpuo1iQ8usSs,spotify:track:74xQo5DO57Mpuo1iQ8usSs,https://api.spotify.com/v1/tracks/74xQo5DO57Mpuo1iQ8usSs,https://api.spotify.com/v1/audio-analysis/74xQo5DO57Mpuo1iQ8usSs,188800,4,spotify:track:74xQo5DO57Mpuo1iQ8usSs,Alive,Kalide,24,['pop edm'],Alive,8
0.396,0.693,9,-11.034,0,0.0509,0.00051,0.000168,0.469,0.117,128.391,audio_features,12d7P81KWj6n2rDVpgZFGK,spotify:track:12d7P81KWj6n2rDVpgZFGK,https://api.spotify.com/v1/tracks/12d7P81KWj6n2rDVpgZFGK,https://api.spotify.com/v1/audio-analysis/12d7P81KWj6n2rDVpgZFGK,164149,4,spotify:track:12d7P81KWj6n2rDVpgZFGK,Alive Again [ANR062] **Highest New Entry - Armada Stream 40** - Original Mix,3LAU,52,"['edm', 'electro house', 'mashup', 'pop dance', 'progressive electro house', 'progressive house']",Armada Night Radio 062 (Including Achtabahn Guest Mix),15
0.741,0.564,7,-8.777,1,0.0328,0.307,0,0.171,0.884,108.055,audio_features,1ZNDa26Rrj8VVOnsV7q1Dj,spotify:track:1ZNDa26Rrj8VVOnsV7q1Dj,https://api.spotify.com/v1/tracks/1ZNDa26Rrj8VVOnsV7q1Dj,https://api.spotify.com/v1/audio-analysis/1ZNDa26Rrj8VVOnsV7q1Dj,135642,4,spotify:track:1ZNDa26Rrj8VVOnsV7q1Dj,All About It,Deep Chills,61,['tropical house'],All About It,50
0.733,0.859,9,-5.03,0,0.033,0.479,0.0645,0.105,0.52,124.948,audio_features,1D2Aldrksl9yWWCIPOeDzy,spotify:track:1D2Aldrksl9yWWCIPOeDzy,https://api.spotify.com/v1/tracks/1D2Aldrksl9yWWCIPOeDzy,https://api.spotify.com/v1/audio-analysis/1D2Aldrksl9yWWCIPOeDzy,147840,4,spotify:track:1D2Aldrksl9yWWCIPOeDzy,All Around The World (La La La),R3HAB,75,"['dutch house', 'edm', 'electro house', 'pop dance', 'progressive electro house', 'slap house']",All Around The World (La La La),61
0.726,0.763,4,-6.872,1,0.0882,0.524,2.64E-06,0.0943,0.516,128.02,audio_features,4AkCyd9Nlbt8JprQq9V6o2,spotify:track:4AkCyd9Nlbt8JprQq9V6o2,https://api.spotify.com/v1/tracks/4AkCyd9Nlbt8JprQq9V6o2,https://api.spotify.com/v1/audio-analysis/4AkCyd9Nlbt8JprQq9V6o2,160312,4,spotify:track:4AkCyd9Nlbt8JprQq9V6o2,All Comes Back To You,R3HAB,75,"['dutch house', 'edm', 'electro house', 'pop dance', 'progressive electro house', 'slap house']",All Comes Back To You,0
0.761,0.644,7,-6.765,1,0.0409,0.0532,0.00146,0.0838,0.444,111.993,audio_features,680V5vxHWn2D11Yws0e12V,spotify:track:680V5vxHWn2D11Yws0e12V,https://api.spotify.com/v1/tracks/680V5vxHWn2D11Yws0e12V,https://api.spotify.com/v1/audio-analysis/680V5vxHWn2D11Yws0e12V,199286,4,spotify:track:680V5vxHWn2D11Yws0e12V,All Eyes On Me,Conro,48,"['canadian electronic', 'future bass', 'pop edm']",All Eyes On Me,37
0.655,0.718,7,-6.536,1,0.0518,0.00801,0,0.0603,0.358,125.045,audio_features,6dzyIO2KpLofsypXbLGOWw,spotify:track:6dzyIO2KpLofsypXbLGOWw,https://api.spotify.com/v1/tracks/6dzyIO2KpLofsypXbLGOWw,https://api.spotify.com/v1/audio-analysis/6dzyIO2KpLofsypXbLGOWw,178560,4,spotify:track:6dzyIO2KpLofsypXbLGOWw,All For Love - Luca Schreiner Remix,Tungevaag,64,"['big room', 'nordic house']",All For Love (Luca Schreiner Remix),42
0.457,0.648,2,-5.885,1,0.0504,0.489,0.0658,0.0946,0.334,150.056,audio_features,2oYmcnSaOi3kdYwPpAck8l,spotify:track:2oYmcnSaOi3kdYwPpAck8l,https://api.spotify.com/v1/tracks/2oYmcnSaOi3kdYwPpAck8l,https://api.spotify.com/v1/audio-analysis/2oYmcnSaOi3kdYwPpAck8l,180000,4,spotify:track:2oYmcnSaOi3kdYwPpAck8l,All I Know,Taska Black,44,"['bass trap', 'future bass', 'pop edm', 'vapor twitch']",All I Know,0
0.656,0.494,9,-10.344,0,0.0485,0.0777,0.17,0.138,0.306,125.022,audio_features,72xJnn06Km8CvHbexWutBS,spotify:track:72xJnn06Km8CvHbexWutBS,https://api.spotify.com/v1/tracks/72xJnn06Km8CvHbexWutBS,https://api.spotify.com/v1/audio-analysis/72xJnn06Km8CvHbexWutBS,146880,4,spotify:track:72xJnn06Km8CvHbexWutBS,All I Know Is...,DEELYLE,30,['dark r&b'],All I Know Is...,31
0.669,0.757,8,-4.259,0,0.0469,0.0248,0,0.283,0.708,106.018,audio_features,7sGTH1fber0bhncNMfNxmt,spotify:track:7sGTH1fber0bhncNMfNxmt,https://api.spotify.com/v1/tracks/7sGTH1fber0bhncNMfNxmt,https://api.spotify.com/v1/audio-analysis/7sGTH1fber0bhncNMfNxmt,204627,4,spotify:track:7sGTH1fber0bhncNMfNxmt,All My Friends,Madeon,56,"['complextro', 'edm', 'electro house', 'electropop', 'filter house', 'nantes indie', 'pop dance']",All My Friends,36
0.663,0.941,11,-3.714,0,0.0538,0.0529,6.09E-05,0.0639,0.588,128.015,audio_features,6WDUvd96KA8LkrmXcvGr7X,spotify:track:6WDUvd96KA8LkrmXcvGr7X,https://api.spotify.com/v1/tracks/6WDUvd96KA8LkrmXcvGr7X,https://api.spotify.com/v1/audio-analysis/6WDUvd96KA8LkrmXcvGr7X,204375,4,spotify:track:6WDUvd96KA8LkrmXcvGr7X,All My Love (feat. Conor Maynard) - Sagan Remix,Cash Cash,60,"['dance pop', 'edm', 'electro house', 'electropowerpop', 'pop dance']",Say It Like You Feel It (Remixes),38
0.538,0.804,8,-5.194,1,0.0358,0.0041,0,0.33,0.507,144.992,audio_features,0dXNQ8dckG4eYfEtq9zcva,spotify:track:0dXNQ8dckG4eYfEtq9zcva,https://api.spotify.com/v1/tracks/0dXNQ8dckG4eYfEtq9zcva,https://api.spotify.com/v1/audio-analysis/0dXNQ8dckG4eYfEtq9zcva,197640,4,spotify:track:0dXNQ8dckG4eYfEtq9zcva,All Night,The Vamps,67,"['boy band', 'pop']",Night & Day (Night Edition),67
0.593,0.877,0,-3.825,0,0.0677,0.123,0,0.503,0.635,123.76,audio_features,0poEFjyV2iHKtxjdWFwjmS,spotify:track:0poEFjyV2iHKtxjdWFwjmS,https://api.spotify.com/v1/tracks/0poEFjyV2iHKtxjdWFwjmS,https://api.spotify.com/v1/audio-analysis/0poEFjyV2iHKtxjdWFwjmS,166413,4,spotify:track:0poEFjyV2iHKtxjdWFwjmS,All Night (feat. Ally Brooke),AFROJACK,75,"['big room', 'dance pop', 'dutch house', 'edm', 'electro house', 'pop dance']",All Night (feat. Ally Brooke),37
0.575,0.834,9,-5.663,1,0.046,0.0349,0.0276,0.087,0.459,155.05,audio_features,1a0AwW12F6WA801CHA7zSD,spotify:track:1a0AwW12F6WA801CHA7zSD,https://api.spotify.com/v1/tracks/1a0AwW12F6WA801CHA7zSD,https://api.spotify.com/v1/audio-analysis/1a0AwW12F6WA801CHA7zSD,182710,4,spotify:track:1a0AwW12F6WA801CHA7zSD,All Night (feat. Trevor Jackson),Codeko,45,"['gaming edm', 'melodic dubstep', 'pop edm']",All Night (feat. Trevor Jackson),31
0.528,0.734,7,-3.545,0,0.0365,0.00251,0,0.134,0.468,128.029,audio_features,5RDzhhf1emRXTDQ0OwCkaq,spotify:track:5RDzhhf1emRXTDQ0OwCkaq,https://api.spotify.com/v1/tracks/5RDzhhf1emRXTDQ0OwCkaq,https://api.spotify.com/v1/audio-analysis/5RDzhhf1emRXTDQ0OwCkaq,177500,4,spotify:track:5RDzhhf1emRXTDQ0OwCkaq,All On Me,Armin van Buuren,77,"['dutch house', 'dutch trance', 'edm', 'pop dance', 'progressive house', 'trance']",All On Me,37
0.352,0.666,1,-4.909,1,0.0512,0.117,1.81E-06,0.0934,0.227,169.965,audio_features,5zviMoAeuerK1Rd58qXASv,spotify:track:5zviMoAeuerK1Rd58qXASv,https://api.spotify.com/v1/tracks/5zviMoAeuerK1Rd58qXASv,https://api.spotify.com/v1/audio-analysis/5zviMoAeuerK1Rd58qXASv,244235,4,spotify:track:5zviMoAeuerK1Rd58qXASv,All That Really Matters,ILLENIUM,72,"['edm', 'melodic dubstep', 'pop dance']",All That Really Matters,61
0.535,0.693,3,-7.034,1,0.0485,0.14,0.101,0.112,0.435,145.004,audio_features,6Dg3ArDiJcseYoeeTZZXK6,spotify:track:6Dg3ArDiJcseYoeeTZZXK6,https://api.spotify.com/v1/tracks/6Dg3ArDiJcseYoeeTZZXK6,https://api.spotify.com/v1/audio-analysis/6Dg3ArDiJcseYoeeTZZXK6,206793,4,spotify:track:6Dg3ArDiJcseYoeeTZZXK6,ALL THE HIGHS,San Holo,57,"['brostep', 'edm', 'electro house', 'electronic trap', 'future bass', 'pop dance']",ALL THE HIGHS,2
0.611,0.835,6,-4.107,1,0.139,0.167,0,0.107,0.672,102.023,audio_features,4Cy5f4JsH1yoeGks7FnoHw,spotify:track:4Cy5f4JsH1yoeGks7FnoHw,https://api.spotify.com/v1/tracks/4Cy5f4JsH1yoeGks7FnoHw,https://api.spotify.com/v1/audio-analysis/4Cy5f4JsH1yoeGks7FnoHw,179457,4,spotify:track:4Cy5f4JsH1yoeGks7FnoHw,All The Lies (with Felix Jaehn & The Vamps),Alok,80,"['electro house', 'pop nacional', 'slap house']",All The Lies (with Felix Jaehn & The Vamps),44
0.469,0.801,5,-5.635,1,0.0834,0.0715,0,0.49,0.425,124.068,audio_features,0nxYyX5PIHJqF4VSb4CIFV,spotify:track:0nxYyX5PIHJqF4VSb4CIFV,https://api.spotify.com/v1/tracks/0nxYyX5PIHJqF4VSb4CIFV,https://api.spotify.com/v1/audio-analysis/0nxYyX5PIHJqF4VSb4CIFV,164797,4,spotify:track:0nxYyX5PIHJqF4VSb4CIFV,All This Love (feat. Harlœ),Robin Schulz,78,"['deep euro house', 'deep house', 'edm', 'german dance', 'pop dance', 'tropical house']",All This Love (feat. Harlœ),46
